,hoax,link,timestamp
430,"Copiei do Facebook: “Há dois dias que faço buscas e pesquisas em todos os tribunais do sul, sudeste e centro-oeste, buscando ações em que Gilmar Mendes houvesse atuado como advogado... e, para minha surpresa, ele jamais advogou... isso me intrigou e fui fazer buscas sobre algum concurso público para o MP ou juiz de direito... ele também nunca prestou... ele e Tóffolli foram enfiados no STF na mesma condição... de forma ilegal... e pior, descobri que a sabatina de Gilmar Mendes no senado, depois de ser nomeado para o STF por FHC, estava marcada para o dia 8 de maio de 2002, mas naquele exato dia a OAB entrou com um impeditivo justamente porque Gilmar Mendes jamais havia advogado... a sabatina foi adiada e o então senador Suplicy pediu vistas do processo da OAB e mandou investigar... na semana seguinte, aproveitando a ausência deste senador, 16 outros senadores fizeram uma “sabatina” rápida e aprovaram a nomeação de Gilmar Mendes... [...]",https://www.boatos.org/politica/gilmar-mendes-advogado-concurso-publico.html,2018-06-18 00:56:11
431,"Caixa Econômica informa que R$ 747 milhões de impostos foram liberados para serem devolvido ao povo brasileiro* acesse o site e faça seu agendamento do saque [site] *Eu acabei de pegar 3 mil reais!* O Governo Federal irá devolver mais de R$ 747 milhões para todos os cidadãos, mesmo para aqueles que não declaram o imposto de renda. O agendamento dos saques podem ser feitos até dia 25/06/2018. Responda o questionário abaixo, e verifique se você tem direito: [perguntas e pedido]",https://www.boatos.org/tecnologia/caixa-economica-libera-impostos-povo.html,2018-06-17 20:39:04
432,"Homem é preso depois de colar a vagina da esposa com medo de ser corno* CORNO SUPER BONDER Um homem de 28 anos de idade foi preso no interior de Pernambuco depois de colar a genitália de sua esposa com super bonder. A esposa foi levada às pressas para o hospital e sofreu complicações médicas e dor excruciante. O homem disse aos policiais que colou a vagina da mulher com medo de ser corno [...] O suspeito Francisco Severino da Silva, que não tinha passagem pela polícia, teve a liberdade provisória decretada pela Justiça e responderá pelos crimes de lesão corporal, violência doméstica em liberdade.",https://www.boatos.org/brasil/homem-preso-colar-vagina-super-bonder.html,2018-06-16 21:47:15
433,"Gente ajuda aí! Filhotes de labrador com 20 dias. A mãe abandonou não está cuidando , o dono está doando os filhotes antes que morram. Quem se interessar e só ligar para o número [telefone], falar com [nome da pessoa] divulguem em outros grupos .Obrigada.",https://www.boatos.org/brasil/filhotes-labrador-dono-doando.html,2018-06-16 16:56:08
434,"Boa tarde gente. Olha que esse celular digital faz. A moça colocou no bolso aí explodiu. Aí ela tá no hospital é muito sofrimento né não? Que buraco no traseiro da Coitada. Senhor Jesus! Tem que ter muito cuidado. O celular digital, né? Eu mesmo só uso meu na bolsa. No bolso, Deus me livre nunca uso. Geyse. A gente não tem mania de colocar o celular no bolso de trás. A menina de Friburgo, menina explodiu olha só que aconteceu. Aí tão pedindo para repassar para pedir não colocar no bolso de trás que a gente tem mania de fazer isso entendeu olha essa coisa horrorosa.  Aí pessoal. Isso aí foi um celular que essa menina minha tava trazendo no bolso e  estourou no bolso da menina e fez estrago. Aí vai repassando aí, que hoje em dia é um perigo é uma bomba e tem tomar muito cuidado e vai passando aqui. Tem Zap aí. Isso aí foi um celular que estourou no bolso da menina, ok?",https://www.boatos.org/tecnologia/celular-explodiu-bolso-calca.html,2018-06-16 14:13:34
435,Bem amigos da rede Globo...vai dar merda!!! Galvão Bueno beijando a Patrícia poeta.   Vcs não pediram? Patrícia Poeta calou a boca do Galvão Bueno. Agora babem...   SEÉLOKO O GALVÃO BUENO TRAIU O NEYMAR COM A PATRICIA POETA COMO PODE ISSO.  Galvão e a poeta,https://www.boatos.org/esporte/galvao-bueno-beija-patricia-poeta.html,2018-06-16 00:11:28
436,"Atenção, minha irmã Flavia Nunes Ferreira indo levar o meu sobrinho para a escola se deparou com um acidente ,então parou para socorrer o rapaz da moto ,o mesmo estando desorientado mandou Um Recado para o povo ,e de arrepiar [...] Repassem para que o pessoal possa vê ,é muito forte, esse fato ocorreu em Valparaíso de Goiás, (Jardim oriente ) por volta de 13:00 horas, segunda feira 11/06/2018.",https://www.boatos.org/religiao/motoqueiro-acidente-profecia-valparaiso.html,2018-06-15 21:27:58
437,"7 X 1 AINDA FOI POUCO! Enquanto a Alemanha, atual campeã do mundo, desembarcou na Rússia em voo comercial, o Brasil, que enfrenta uma tremenda crise financeira, levou os seus jogadores num avião de luxo, fretado ao custo de R$ 500.000,00 (Quinhentos mil reais) para cada passageiro! A Alemanha, campeã do mundo, foi para Rússia em vôo comercial, na classe econômica! Enquanto isso, a “equipe” do Brasil fretou e modificou toda uma aeronave e a transformou exclusiva, com 90 assentos de classe executiva. Na penúria que está o Brasil, isso é, no mínimo, falta de respeito com o País. Essa diferença de cultura é intransponível!",https://www.boatos.org/esporte/selecao-alemanha-russia-voo-comercial.html,2018-06-15 13:41:37
438,"Aí meu amigo, o que eu venho dizendo para você. Não adianta Protesto, não adianta grito, não adianta a discórdia. Foi divulgado já na televisão que em Tocantins o prefeito e o vice foram afastados por corrupção. E marcaram novas eleições. Pasma para o que vou te falar: 47% da população não foi votar. Não apareceu lá. Sabe o que aconteceu? Isso já chegou ao conhecimento de Brasília e eles tão desesperado que se possa servir de inspiração para o restante do Brasil.  Se mais de 50%, bastava apenas quatro por cento mais, não pisasse nas urnas, todos os candidatos seriam impugnados e ficariam inelegíveis por 4 anos e ficaria no TRE registrados como candidatos de rejeição popular. A força do povo não é grito, não é baderna, é o voto. Se ninguém votar, esse país muda. Esse país vai tomar nova cara. A força do povo tá na urna. Como? Não pisando lá. Porque se você pisar lá, eles manipulam seu voto. Mas se você não for lá não tem como eles manipularem. A única maneira de acabar com todos os candidatos vagabundos que nós temos é deixando de ir na urna. Grave isso daí. Repassa isso aí.  47% do Estado de Tocantins não quis voltar. Mais 4, o estado mudaria o seu quadro eleitoral. Vamos passar isso. Vamos inspirar o país a fazer a mesma coisa. 4% a mais em relação que houve lá, a gente acaba com todos os candidatos a presidente, Governador vagabundos que tem nesse país. Que só tem eu vagabundo. Repasse isso daí.",https://www.boatos.org/politica/eleicoes-tocantins-quase-anuladas.html,2018-06-15 01:27:07
439,"Que CANALHA! Sérgio Moro também tinha um codinome na lista de propinas da Odebrecht era o Mazzaropi   Moro tinha apelido nas planilhas da Odebrecht: Mazzaropi Com esse apelido empresários se referem a Moro nas planilhas de empreiteiras que mostravam pagamentos ilegais a políticos, conta o Correio Braziliense. Jamais saberemos a razão exata do apodo, mas podemos especular. Me ocorre o sotaque caipira.",https://www.boatos.org/politica/moro-mazzaropi-planilhas-odebrecht.html,2018-06-14 19:43:56
440,"As bandeiras não tremulam, apitos, camisetas estão encalhadas nas lojas. O Brasil está vermelho. Vermelho de vergonha. Vermelho de tanta corrupção. Vermelho de ver tanta maracutaia, tanta cara de pau dos nossos governantes. Estamos vermelhos vendo grande parte de nossos políticos e poderes sendo calados e comprados pela corrupção. O PT conseguiu tirar o brilho até do que o brasileiro mais gosta. É o vermelho tingindo de corrupção, Nosso verde e Amarelo...! Mario Lobo Zagallo",https://www.boatos.org/esporte/zagallo-pt-copa-brasil-vermelho.html,2018-06-14 18:57:45
443,"Feministas entram na igreja, defecam e fazem sexo. A imagem é forte e resume o que é a mentalidade da esquerda.  Vejam a falta de respeito dessas Feministas, Elas entraram dentro da Igreja e começaram a Caga em Publico.",https://www.boatos.org/politica/feministas-igreja-defecam-sexo-protesto.html,2018-06-13 19:15:41
444,"ATENÇÃO A TODOS, LEIAM. Existe um benefício que claro o governo não informa a todos porque aqui este país é uma merda benefícios eles não divulgam , mas cobrança correio nunca atrasa né ! Esse benefício é conhecido como ID JOVEM. Jovens entre 16 e 29 anos pode adquirir. O que há de benefícios? Meia entrada apenas 50% do valor você será cobrado em: – Cinemas; -eventos culturais (teatros, museus entre outros); – jogos de futebol; -shows.  100% Gratuito em : gratuidade em viagens estaduais (lembrando as viagens ter que ser de um estado pra outro não vale pro mesmo estado), não existe limite viaje quantas vezes você quiser , vocês não pagarão o valor da passagem pagará apenas a taxa de embarque e o pedágio que a rodovia que liga o estado de seu destino ao outro destino cobra que no caso nunca passam do valor de 30$. Lembrando no caso de shows, eventos culturais , viagens e jogos de futebol é necessário comprar com 2 dias de antecedência para o benefício entrar para facilitar em caso de viagens já comprem ida e volta. Lollapalooza Brasil já aceita esse benefício também. Entre outras Raves que acontece no país.",https://www.boatos.org/brasil/id-jovem-beneficio-todos.html,2018-06-13 15:03:00
445,"URGENTÍSSIMOOOOO , REPASSEM SEM DÓ: PL OU PEC 5065/16 QUE PROÍBE MANIFESTAÇÕES DE CATEGORIAS POR QUALQUER IDEOLOGIA E TBM MANIFESTAÇÕES POLÍTICAS E QUE PREVÊ PENA DE RECLUSÃO DE 2 A 5 ANOS DE PRISÃO, SERÁ VOTADA AMANHÃ PEL CONGRESSO EM CARÁTER DE URGÊNCIA... DITADURA COMUNISTA GLOBALISTA DA NOVA ORDEM MUNDIAL ENTRANDO NO PAÍS.... E SERÁ SANCIONADA ATÉ 4a FEIRA, VCS TEM 48H PRATICAMENTE DE LIBERDADE E DEPOIS É COMUNISMO TOTAL. ACORDEMMMMMMMM !!!!",https://www.boatos.org/politica/pl-pec-5065-16-manifestacoes-amanha.html,2018-06-12 21:34:15
447,"Tubarão Tigre foi avistado no canal de ponta negra, essas fotos foram enviadas por um instrutor arrais amador que estava no canal e conseguiu fazer as fotos.  #ATENÇÃO #ATENÇÃO #ATENÇÃO. Muito cuidado em algumas praias especialmente da Barra da Tijuca e regiões. tubarões estão vindo se alimentar em lugares que antes não tinham costume de aparecer. Este apareceu no final da tarde no Canal de marapendi – Barra da Tijuca um dos tubarões mais ferozes que existem tubarão tigre de mais ou menos dois metros essa espécie de tubarão come de tudo, até jacarés e adoram seres humanos",https://www.boatos.org/brasil/tubarao-marapendi-barra-ponta-negra.html,2018-06-12 16:50:49
448,"PAPA FRANCISCO ENVIA ROSÁRIO A LULA O papa Francisco enviou um rosário ao presidente Lula, preso político há 67 dias. O presidente recebeu o terço na sede da Polícia Federal em Curitiba. Em maio, o pontífice criticou o papel da mídia na difamação de figuras públicas. “Criam-se condições obscuras para condenar uma pessoa.  A mídia começa a falar mal das pessoas, dos dirigentes, e com a calúnia e a difamação essas pessoas ficam manchadas. Depois chega a Justiça, as condena, e no final, se faz um golpe de Estado”, afirmou na ocasião. O rosário foi entregue hoje na PF por Juan Gabrois, assessor do Papa Francisco para assuntos de Justiça e Paz, que foi impedido de visitar o presidente.",https://www.boatos.org/religiao/papa-francisco-rosario-presente-lula.html,2018-06-12 16:39:57
450,"Pessoal, viralizem essa informação para evitarmos que mais pessoas passem pelo mesmo susto que passamos hoje no metrô do RJ. Existe um deficiente físico “pedindo” ajuda para sair da estação de metrô e levá-lo até um carro (supostamente de um familiar). Chegando lá, você acaba sendo surpreendido por dois elementos armados que te fazem sofrer um sequestro relâmpago, ou seja, estão se utilizando da boa vontade, do bom sentimento em ajudar ao próximo para te fazer passar por momentos de dor e desespero. O fato ocorreu hoje, na parte da manhã, na saída da estação de metrô do Flamengo. Precisamos ter cuidado e atenção, pois eles podem estar “atacando” em outras estações também. É triste perceber que no mundo que vivemos hoje até você ser “bom” é sinônimo de sofrimento. Mas a vida continua e precisamos continuar lutando para viver num mundo melhor, agradecendo a Deus por mais um dia de vida.",https://www.boatos.org/brasil/deficiente-fisico-assaltos-metro-flamengo.html,2018-06-11 18:40:52
453,"CAMINHONEIROS EM LUTO Caminhoneiro comete suicídio após saber que foi multado em R$ 400 mil por bloqueio durante greve A FAMÍLIA BRASILEIRA HOJE ESTÁ DE LUTO, Morador de Porto alegre, o caminhoneiro Renner Diehl, 48 anos, esperava com o caminhão para descarregar, sendo que após receber um telefonema, foi até a parte traseira do caminhão e utilizando uma corda que foi amarrada na carroceria do veículo se enforcou., segundo informações Diehl foi informado que sua empresa, a Diehl Transportes, constava em uma lista de seis companhias do RS multadas por supostos bloqueios em rodovias nos últimos dias. Conforme a determinação do ministro Alexandre de Moraes, do Supremo Tribunal Federal (STF), Diehl tinha que pagar R$ 400 mil em até 15 dias. O Caminhoneiro deixou uma carta para sua família antes de se enforcar, em um trecho ele pede desculpas e diz que seu único bem era o caminhão “Meu único bem é meu caminhão, que não vale nem R$ 100 mil”. A filha de Renner disse que poucos irão falar da morte de seu pai “POUCOS VÃO FALAR, ELE NÃO É UM JOGADOR DE FUTEBOL, UM ATOR DA GLOBO OU UMA VEREADORA” ele só é mais um trabalhador entre milhões neste Brasil, que lutou pela sua família”. [...]",https://www.boatos.org/brasil/caminhoneiro-suicidio-multa-greve.html,2018-06-11 00:05:00
454,"O povo chileno se despediu de sua presidente, Michele Bachellet, depois de terminar seus 2 mandatos. Melhorou a educação, o sistema de saúde, criou empregos e não tolerou a corrupção. Nenhuma obra da Odebrecht. Ela saiu com um apartamento de um quarto e uma motocicleta. Ao sair de seu escritório para se despedir, veja só!!! Façam esse vídeo viralizar no Brasil, para ver se nossos governantes tomam vergonha na cara e vejam que sem roubalheira podem melhorar T U D O!!! Poderia ter acontecido no Brasil, mas políticos desonestos, judiciário corrupto e povo adestrado pela globo não deixaram!",https://www.boatos.org/mundo/bachelet-patrimonio-moto-apartamento.html,2018-06-10 21:28:17
455,"Missionário na síria teve os dentes arrancados e a boca costurada por pregar a PALAVRA DE DEUS... Aqui no brasil temos livre arbítrio,vamos aproveitar cada segundo, anunciando a vinda de CRISTO JESUS,pois sua JUSTIÇA é certa e nao falhara... Desperta igreja a perseguição já começou compartilhe",https://www.boatos.org/religiao/missionario-siria-dentes-boca-costurada.html,2018-06-10 18:31:15
456,"ATENCAO! O juiz SÉRGIO MORO afirmou a BBC que se 51% dos eleitores tirarem FOTO DA URNA na votação e compartilharem pelo APLICATIVO WHATSAPP, o resultado que vale é o das fotos. Compartilhem para não sermos novamente vítimas da FRAUDE DA URNA ELETRÔNICA.",https://www.boatos.org/politica/moro-foto-urna-votacao-whatsapp.html,2018-06-10 04:03:55
457,"Foto do julgamento do assalto ao Banco Banespa da Rua Iguatemi, em São Paulo, ocorrido no dia 06/Outubro/1968. A assaltante usava um revólver calibre 38 e junto com seus comparsas levaram 80 mil cruzeiros, que seria equivalente à R$ 800.000. Alguém reconhece a assaltante??",https://www.boatos.org/politica/miriam-leitao-assalto-banespa.html,2018-06-09 18:39:40
458,"Isso é Brasil. Por favor, passar para muitos grupos, fazer chegar a todas as companhias aéreas, Então a empresa de companhias aéreas e a autoridade do aeroporto pode vir a saber o que seus funcionários fazem",https://www.boatos.org/brasil/funcionario-flagrado-roubando-bagagens.html,2018-06-09 18:27:17
459,"Vacina da Febre Amarela engravida Noiva Em Marabá e deixa cidade em pânico Este é o primeiro caso de gravidez causada por uma vacina no Brasil. O caso aconteceu em Marabá, PA. Uma adolescente de 16 anos, ainda virgem (segundo ela), afirma ter ficado grávida depois que tomou uma vacina contra Febre amarela. [...] O noivo afirmou que nunca teve relação sexual com a garota, e sempre que tentava ela dizia que só ia liberar depois do casamento e que estava se guardando para “jesus”. [...] O Ministério da Saúde não tem, ainda, um plano para combater a proliferação desse tipo de espermatozoide. O caso da adolescente não mobilizou o governo. Em nota, a Secretaria de Saúde de Marabá afirma que a jovem está querendo criar uma lenda [...] Adolescente virgem de 14 anos relata que ficou grávida após tomar vacina contra gripe Uma estudante de 14 anos sofreu graves complicações depois de uma vacina contra a gripe supostamente deixou a jovem terrivelmente doente e com dores severas, até que o médico de família finalmente percebeu semanas depois, ela havia sido impregnada pela vacina, relata o Forth Vale o telegrama esta semana. [...] A jovem e sua família decidiram manter o bebê, independentemente da situação atípica. “Somos cristãos devotos. Se Deus fez esse nascimento possível, então quem somos nós para julgar o como ou o porquê? ”Ela pondera. “Se José e Maria não tivessem dado à luz a nosso Senhor e Salvador Jesus Cristo, onde seria a humanidade hoje?”. [...]",https://www.boatos.org/brasil/garota-virgem-engravida-vacina.html,2018-06-09 00:46:22
460,"ASSINE A PETIÇÃO E COMPARTILHE! O STJ autorizou o cancelamento definitivo da CNH de quem estiver com IPVA atrasado ou com nome no SPC e SERASA. A partir de hoje, quem tiver com IPVA de veículo atrasado ou com nome cadastrado no SPC ou SERASA, terá a CNH automaticamente cancelada. A medida foi aprovada nesta semana pelo STJ. Entenda como funciona: SPC ou SERASA dívida até 2 mil reais – CNH suspensa automaticamente por 12 meses. SPC ou SERASA dívida acima de 2 mil reais – CNH suspensa por 24 meses e multa. IPVA atrasado acima de 3 meses – Cancelamento definitivo da CNH e multa de R$2.934,70. Em caso de cancelamento da CNH, o indivíduo terá que refazer todo o processo de exames, provas teóricas e físicas e teste psicológico. Advogados criaram uma petição contra essa autorização, a petição precisa de *500 mil* assinaturas para que a proposta seja enviada ao congresso. Se você enviar para 10 contatos ou 3 grupos, e essas pessoas fizerem o mesmo, logo teremos o número de assinaturas suficiente. Motoristas e consumidores.: Vote contra a autorização do STJ que cancela CNH em caso de IPVA atrasado. O STJ autorizou o cancelamento definitivo da CNH de quem estiver com IPVA atrasado. Isso é abuso de autoridade e um desrespeito à Constituição e ao cidadão brasileiro, pois fere o direito de ir e vir.",https://www.boatos.org/brasil/stj-cancelamento-cnh-ipva-atrasado.html,2018-06-08 18:37:24
461,"“Rússia... Mar na região da Sibéria onde foi registrada a TEMPERATURA BAIXISSIMA de 62° abaixo de zero. As ondas congelam, com a ação do vento, ao quebrarem na praia. Espetáculo!” “Se vc acha que hoje está friooo... Imagine na Rússia – 61° C Até onda do mar congela”",https://www.boatos.org/mundo/ondas-mar-russia-congelam.html,2018-06-08 15:43:45
462,"Dia dos namorados. Kits de perfumes para quem você ama! Dia dos namorados. Eu quero! Promoção iniciada 01/06/2018 sem fins lucrativos, kit’s de perfumes para admiradores. Válida até durarem os estoques. Você foi convidado a participar de nossa breve pesquisa para ganhar um Kit de Perfumes. Responda as perguntas abaixo",https://www.boatos.org/tecnologia/glamour-love-perfumes-gratis.html,2018-06-08 01:11:53
463,Lionel Messi no tyc Sport: ” como embaixador da Unicef não posso jogar contra pessoas que matam crianças palestinas inocentes. Tivemos que cancelar o jogo porque somos humanos antes dos jogadores de futebol.”,https://www.boatos.org/esporte/messi-israel-mata-criancas-palestinas.html,2018-06-07 19:23:12
464,"É verdade!passou no jornal Bom dia Rio,fecharam a fábrica.Este leite está causando doenças em crianças ,adultos e animais ! Em todo mundo ! Não bebam está envenenado ! A fábrica fechou hoje Quarta feira 06/06/2018 ! *NÃO bebam*",https://www.boatos.org/saude/leite-godam-envenenado-doencas.html,2018-06-07 15:22:14
465,"Galera essa menininha é filha de um amigo de um irmão da igreja. Ela foi rapitada por um casal, no shopping aricanduva. Quem souber informações, por favor avise. Os pais estão desesperados. Telefones: [números]. Espalha ai por favor Ela sumiu no shopping Aricanduva E a mãe foi internada ontem, está adoecendo de desespero e depressão Galera essa menina foi raptada por um casal no shopping Aricanduva informações [números de telefone] por favor vamos compartilhar já conseguíamos encontrar muitos sumidos na união do facebook compartilhe",https://www.boatos.org/brasil/menina-raptada-shopping-aricanduva.html,2018-06-07 03:12:48
466,"Vamos para um resumo dessa matemática. Olhando no Portal da Transparência do governo federal, a Globo recebeu R$ 463 bilhões somente esse ano. Ou seja, transferindo isso para dólar, nós estamos falando de aproximadamente US$ 130 bilhões. Avaliando a fortuna, por exemplo, de Mark Zuckerberg, do Facebook, é de US$ 74 bilhões. A fortuna toda é de Bill Gates, por exemplo, é de R$ 92 bilhões hoje.  E somente o que o governo federal entregou para a Rede Globo foi de US$ 130 bilhões. Tá aí no Portal da Transparência. Aí a gente pensa... quem manda no sistema, não é? Por que que o governo federal entregou essa Fortuna, entrega essa Fortuna sucessivamente. Isso é somente esse ano para Globo e nós não estamos falando apenas da Globo. Quem é que manda no sistema? Quais as razões para isso não? Então a gente pensa que o povo está ciente do que está acontecendo. Matematicamente, agora o governo disponibilizou R$ 5,7 bilhões para baixar R$0,46 no diesel. Ou seja, estamos falando de uma fração tão pequena que representa aí 1% do valor de toda a fortuna que o governo entregou para Globo. Que isso já consegue fazer uma diferença de 46 centavos no diesel no Brasil inteiro, o que é a grande vantagem que o governo tá se gabando e tá dando aos caminhoneiros.",https://www.boatos.org/politica/portal-transparencia-globo-463-bilhoes.html,2018-06-06 22:55:04
467,"“Assassino de Marielle foi descoberto!!! ((Thiago Macaco.)) Não é PM,não é branco,é ligado ao TRÁFICO.A midia não fala mais da Marielle.por que??? Onde está o branco racista,policial e homofóbico que a esquerda e a Globo inventaram??” “Uai globo e PSOL lixo ,porque ficaram em silêncio? Porque não foi lá na delegacia defender esse jovem oprimido ,que não teve oportunidade . Thiago Macaco é vítima dessa sociedade ,ele é igual aqueles vagabundos que vocês defendem tanto! Estou esperando uma declaração de vocês bando de lixo defensores de vagabundo.”",https://www.boatos.org/politica/assassino-marielle-thiago-macaco.html,2018-06-06 14:33:27
468,"O pré-candidato ao Planalto pelo PDT, Ciro Gomes, garante que, caso chegue à Presidência, irá interferir nos salários dos médicos do serviço público. “O salário dos médicos no Brasil, no interior do Ceará, são completa e exorbitantemente fora da realidade. Um médico, invariavelmente, na pequena comunidade, tem o salário maior do que todas as pessoas da cidade, inclusive do juiz”.",https://www.boatos.org/politica/ciro-gomes-salario-medicos.html,2018-06-06 03:09:27
470,"Mulher irritada mata namorado por ejacular rápido demais e é presa em seguida. Mulher é presa depois de matar seu parceiro a facadas em um ataque de fúria. A mineira, de 34 anos, disse aos policiais que perdeu o controle após o homem não se segurar e ejacular antes da hora durante o sexo. A vítima, um rapaz de 27 anos que teve seu nome preservado a pedido da família, sofria de ejaculação precoce e fazia tratamentos. O ataque aconteceu na casa de Renária, na cidade de Sete Lagoas MG, na última quinta-feira (31). Segundo Renária, os dois estavam começando a transar, os dois estavam muito excitados, e o rapaz não se seguro! isso teria enfurecido a mulher, que pegou uma faca de cozinha e desferiu 3 facadas no rapaz e depois fugiu. A polícia chegou no local e encontrou o homem deitado na cama, sangrando com cortes profundos. Serviços de emergência foram chamados, o rapaz foi levado ao hospital mas não resistiu e acabou morrendo.",https://www.boatos.org/brasil/mulher-namorado-ejacular-rapido.html,2018-06-05 21:48:11
471,"No Brasil não vejo traços de democracia e sim da social democracia. No Brasil o sistema beneficia o Estado e não a sociedade, beneficia a corrupção e a impunidade. As leis são ineficazes e protegem o sistema e os corruptos. É um sistema controlador, manipulador, quase tirano. No Brasil o povo brasileiro perdeu muito sua honra e seu patriotismo, talvez pelas políticas que foram adotadas com o intuito de corromper a sociedade. [...] O povo brasileiro fala muito em Intervenção Militar. O que o Sr. acha disto? É como eu afirmei antes. Há vários segmentos que pensam diferente, com objetivos diferentes. Pelo que eu vejo, há grupos de pessoas que estão sugerindo uma intervenção militar no Brasil. Podemos dizer que este segmento é mais coeso do que os outros, pois se fixam apenas em um único objetivo. Este segmento não defende partidos, políticos e nem o sistema. É mais patriótico e mais coeso do que os demais segmentos. [...]",https://www.boatos.org/politica/steven-brams-brasil-socialista-intervencao.html,2018-06-05 15:05:06
472,"A Ótima E Competente Jornalista E Apresentadora Do Canal De Notícias GloboNews, Leilane Neubarth, Caiu Na Famosa Pegadinha Do “Gemidão Do Whatsapp” Em Pleno Telejornal Ao Vivo E Comete Uma Enorme Gafe Diante Das Câmeras!! Mas Como Ela É Bem Experiente E Tem Um Ótimo Jogo De Cintura, Soube Lhe Dar Com A Situação E Seguiu Adiante Com O Programa Como Se Nada Tivesse Acontecido.",https://www.boatos.org/entretenimento/leilane-neubarth-gemidao-zap.html,2018-06-05 02:43:30
474,"Filha do General Villas Boas é casada com o sócio do Lulinha. Deu para entender o porquê ele chamou brasileiros de malucos por quererem intervenção? Nomeado General pelo Lula, nomeado Comandante Geral do Exército pela Dilma, foi para a China a mando do Lula. Querem mais? Também fomos chamados de palhaços e se procurarmos tem mais.",https://www.boatos.org/politica/ticiana-joesley-filha-general.html,2018-06-04 15:03:07
475,"“GÁS DE COZINHA VAI AUMENTAR” PREPAREM O BOLSOS A Petrobras anunciou ; mais um novo reajuste de 8,9% no gás GLP (gás de cozinha) a partir da próxima terça feira (05). A justificativa do reajuste ficou por conta ; das altas cotações do produto no mercado internacional. [...]  Pela nova política de preços adotada pela Petrobras o valor passou a ser revisado mensalmente, sendo que o ultimo reajuste pratica foi a cerca de um mês.  O novo reajuste ;pegou de surpresa tanto os empresários como a população e acontece exatamente no momento em que o setor passa por ;dificuldades de abastecimento em virtude da paralização dos caminhoneiros deixando a dúvida se não um certo oportunismo por parte da Petrobras. ; ; O reajuste de 8,9% não se incidirá sobre o produto destinado ao uso comercial e industrial.",https://www.boatos.org/brasil/preco-gas-cozinha-aumentar-terca.html,2018-06-04 00:23:04
477,"Choveu peixe na Tailândia esta manhã, de acordo com o noticiário da BBC. Em vez de uma chuva de água ou neve, era uma chuva de peixe. Deus é poderoso!!! Os cientistas ainda estão confusos com este evento misterioso. Claro, onde o conhecimento do homem termina, é onde o poder de Deus começa. A explicação desse fenômeno é conhecida como tromba d’água, um tornado atinge o mar e suga tudo em seu caminho, descarregando-o no local onde o tornado se dissolve. Aqui está o vídeo .",https://www.boatos.org/mundo/chuva-peixes-tailandia-video.html,2018-06-03 18:40:24
480,"Em uma reunião hoje cedo as 08:00 (31/05) A Rede de Empresas de transporte e logística terrestres. Decidimos parar o Brasil as 00:00 da Segunda-feira. Algumas Transportadoras decidiu ir para Brasília. Algumas mandou seus funcionários para suas casas. A PARALIZAÇÃO vai começar pra VALER NA segunda feira 00:00hs (04/06).  A reunião era composta pelas Transportadoras GRANERO, TRANSPANORAMA, NEPOMUCENO, BERTOLINI, COMANDO DIESEL LOGÍSTICAS, HU RODOVIÁRIOS, JB S.A, CENTRO OESTE LOGÍSTICA, MARTELLI TRANSPORTES, OURO VERDE LOCAÇÃO, JSL S.A. A dez maiores EMPRESAS de TRANSPORTES TERRESTRES do Brasil vai parar e agora.",https://www.boatos.org/brasil/rede-empresas-transporte-nova-greve.html,2018-06-02 17:11:35
481,"Gente cuidado com as princesas que vcs receberam para colocar no perfil NÃO FAÇA ISSO! não  coloque no seu perfil... Isso e um ritual de bruxas que querem o seu MAU pfv mande para todos os seus  contatos ninguém merece isso “Sabe essas bonequinha que as pessoas estão pedindo para gente coloca no perfil? Então o criadr dssas bonecas.fez um pacto com orixá.e magia negra. para conseguir o máximo de pessoas participando elas vem da da Disney. e são consagrada a bruxaria.elesdisse que e para ajudar contra o câncer infantil. e ta virando uma febre todo mundo ta colocando no perfil. Espera que vc não fica chateada por eu falar. Se vc quiser pesquisa depois sobre essas bonequinha. Não é para colocar irmã. Peço para que não coloque. Isso daí é um ritual de magia das bruxa, que elas lançaram isso daí falando que é para ajudar o Hospital Infantil do Câncer. Não é mãe. Isso daí é pra destruição da família, do lar, da vida sentimental... isso aí é uma destruição para as crianças também, irmã. É meninos vira menina. Menina vira menino pra tá matando, pra roubando, pra tá mentindo... é, os adultos... a vida do casal para cair em conflito, em destruição. Alerta o pessoal aí que não é para colocar essa foto da das tema da Disney no perfil e nem nos status, que isso é uma magia de bruxaria que veio da França, do Canadá, da Holanda... para tomar muito cuidado, fica atento. Quem quiser ajudar a infantil do Câncer, entra em contato com o hospital, peça o número da conta. Quem não puder ajudar em dinheiro que ore pelas crianças que estão com câncer lá no hospital. Aquelas que entraram agora, aquelas que algum tempo, aquelas que estão em fase terminal. Apresenta em oração, mas não faça isso que não é para ajudar Hospital do Câncer. Não coloca foto das Princesas da Disney nos perfis e nem status. Alerta aí irmã, a toda e qualquer Irmandade aí, de qualquer denominação. Tanto faz, católico, evangélicos, Crente e servo de Deus. Qualquer pessoa alerta aí irmã. Por favor.",https://www.boatos.org/religiao/desafio-princesas-cancer-ritual-bruxas.html,2018-06-02 00:09:13
