;voto;hoax;link;timestamp
32;17;ALUNOS E PROFESSORES DE UNIVERSIDADES DE MINAS GERAIS FAZEM PROTESTOS CONTRA BOLSONARO...  OLHA A QUALIDADE DOS FUTUROS PROFISSIONAIS !;https://www.boatos.org/politica/alunos-professores-mg-nus-bolsonaro.html;2018-10-14 17:04:07
33;17;Trabalhei na Patek Phillipe. Esse é o valor mesmo. Não se assuste com esse defensor dos pobres e oprimidos. Ateu rico é outra coisa: chega até a agradecer a “Deus”.  450 MIL REAIS!!! Haddad ?? Você comprou esse relógio de R$ 450.000 graças aos seus trabalhos de universidade enaltecendo o Comunismo russo ? Ou o Socialismo Cubano ??? Ambos devem ter lhe dado muito dinheiro !!!! Você tem medo de falar sobre o assunto ??? Seu hipócrita e vigarista .... ou devo chamar de outro nome quem defende Pedofilia, Incesto, roubos e outros crimes ???;https://www.boatos.org/politica/relogio-fernando-haddad-patek-phillippe.html;2018-10-14 11:36:32
34;17;Coitadinho do Haddad, pobre, humilde, relógio de meio milhão de reais e carrinho de mais de 02 milhão de reais...Esse sente na pele o que é ser pobre... Portanto, vai salvar os pobres e o Brasil da CORRUPÇÃO, junto com Sarney, Collor, Renan Calheiros e muitos outros “GOLPISTAS” e CORRUPTOS.... Rsrsrsrsrs.... Kkkkkkkk  Haddad Melancia!!!! O COMUNISTA que anda de FERRARI...   Gente esse candidato tão humilde foi em sua simples Ferrari fazer uma entrevista. Kkkkkk acorda povo, isso pq, ele ainda não é presidente. E se depender de mim nunca será!!!!!  Haddad chegando no aeroporto de Congonhas na sua Ferrari de R$ 1.800.000 ! É aquela ditado né... Capitalismo pra mim, socialismo pra vcs !!;https://www.boatos.org/politica/fernando-haddad-ferrari-amarela.html;2018-10-13 23:51:45
35;17;"Tracking BTG que acabou de sair para o mercado financeiro: Bolsonaro 63%; Haddad 37%. PS: Votos válidos. Temos que espalhar ao máximo, pois os institutos de pesquisas comprados vão começar a divulgar as falsas pesquisas onde Haddad em apenas 3 dias já se aproxima de Bolsonaro. Querem manipular as pesquisas para fraudar os resultados. Estão querendo barrar a apuração e mostrar só o resultado, adivinhem quem eles querem eleger? Compartilhem sem dó!";https://www.boatos.org/politica/tracking-btg-bolsonaro-63-haddad-37.html;2018-10-13 17:46:05
36;17;Roberto Carlos Manifesta Publicamente seu Apoio a Jair Messias Bolsonaro: O Brasil está um caos, não podemos permitir que o PT volte ao poder, isso seria um grande dano ao nosso País já tão sofrido, manchado pela violência e pela corrupção, que está acabando com o futuro de nossas crianças e de nossos jovens, afirmou o Rei na manhã dessa segunda-feira.;https://www.boatos.org/entretenimento/roberto-carlos-apoia-bolsonaro.html;2018-10-13 00:18:00
37;17;Olhem o que diz o médico que operou Bolsonaro: compartilhando: “Como médico e como cristão condoído pelo sofrimento de Jair Messias Bolsonaro gostaria de esclarecer alguns pontos que foram esquecidos nestes últimos dias. Há um mês Jair sofreu um grave ferimento por arma branca que custou-lhe uma severa hemorragia interna, contaminação peritoneal com fezes devido lesão de seus intestinos delgado e grosso e consequente peritonite fecal. Foi realizada uma colostomia temporária que aguarda alguns poucos meses para ser fechada. No seu pós-operatório imediato teve uma deiscência de sutura bloqueada com oclusão intestinal. Foi novamente operado. Agora se recupera graças aos seus excelentes profissionais e ao bom Deus.  Neste período tem sido vitima de impropérios e acusações tais como: o ferimento não teve gravidade, não compareceu a debates com atestado médico falso, amarelou entre outros adjetivos. Qualquer trabalhador afastado de suas atividades pelo SUS por tais lesões gozaria de afastamento de suas funções por dois ou três meses. Bolsonaro completa agora o seu primeiro mês do trauma, ainda não completou um mês de sua última cirurgia. Para esclarecer ao leitor leigo, seu estado geral ainda é muito precário o que pode ser visto na sua última entrevista em seu domicílio. A colostomia que é uma saída artificial de gases e fezes em uma bolsa plástica é muito inconveniente. Fezes e gases saem independente da vontade o paciente. Os gases fazem ruídos altos, audíveis no ambiente que está o paciente e as fezes, exalam um odor desagradável que pode ser sentido por quem está próximo. O constrangimento de um colostomisado é muito grande. Imaginem num ambiente como os Estúdios da Globo e com um público de milhões de expectadores. Acredito que ninguém gostaria de se expor desta maneira. Acho injusto chama-lo de covarde, que correu do debate, que amarelou, que usou atestado frio, etc. etc. Ignorância extrema e falta de caridade cristã. Fico revoltado com tanta sujeira. Por favor respeitem um ser humano independente de suas convicções políticas.” João Batista Marchesini, CRM/Pr.1551.;https://www.boatos.org/politica/medico-bolsonaro-texto-defesa.html;2018-10-12 20:19:54
38;17;O PT está fazendo uma carreata em Recife, dizendo que é de Bolsonaro e distribuindo capim para os nordestinos. Dá pra jogar mais sujo?! Se você enviar para apenas 20 contatos em um minuto... o Brasil inteiro vai desmascarar este bandido e pau mandado Haddad. NÃO quebre essa corrente. Os incautos precisam ser esclarecidos antes que seja tarde demais...  URGENTE e GRAVE! Um monte de PTistas disfarçados de Bolsonaristas estão distribuindo capim a nordestinos em São Paulo! DIA 28 VAMOS ACABAR COM ESSA VERGONHA. FORA COMUNISTAS VAZA DO BRASIL PT NUNCA MAIS..;https://www.boatos.org/politica/petistas-capim-carreata-falsa-bolsonaro.html;2018-10-12 13:57:52
39;17;Somos todos PT  Olha como age o PT....Vamos virilizar palavras de ódio contra os nordestinos,com perfil de apoiadores de bolsonaro, temos que vencer custe o que custar, temos que colocar o Nordeste contra o restante do Pais. #SOMOSTODOSPT# vencer ou morrer. Lutar pela democracia dilma.com.br. Fábio todo PT. A guerra começou – vamos a luta – tamo junto. dilma.com.br;https://www.boatos.org/politica/pt-militantes-odio-nordestinos-bolsonaro.html;2018-10-12 09:27:21
40;17;"ATENÇÃO: Whatsapp falso do Flávio do Bolsonaro está sendo compartilhado para espionar e divulgar grupos. Isso é estratégia petista para se infiltrar! Quem adicionou o número, bloqueie IMEDIATAMENTE  *URGENTE*_TEM UM SUPOSTO NÚMERO RODANDO AÍ QUE MUITOS FALAM QUE É DO FLÁVIO BOLSONARO, MAS NÃO É VERDADE, SE TRATA DE UM GOLPE DO PESSOAL DO PT PARA SE INFILTRAR NOS GRUPOS DA DIREITA, NÃO ADICIONEM, E SE ADICIONARAM, REMOVA_!!! REPASSEM ESSE ALERTA Atenção ....está circulando aí um pedido para que adicione Flávio Bolsonaro nos seus  contatos . Não faça isso pois é fake;  é um hacker que está tentando pegar dados de celular.  Passe para quem você puder. Isso foi checado. Eu havia entrado , já bloqueei como fake, denunciei ... CUIDADO PESSOAL QUEM RECEBER ESTE CONTATO PELO WHATSAPP. ........... NÃO ,NÃO SALVEM!!!!!!!!!! POR QUE É DE UMA QUADRILHA BANDIDOS ....POIS ELES ESTÃO USANDO O NOME DO FLÁVIO BOLSONARO SE PASSANDO POR FLÁVIO BOLSONARO..";https://www.boatos.org/tecnologia/whatsapp-falso-flavio-bolsonaro-hacker.html;2018-10-11 18:02:15
41;17;“Gente pelo amor de Deus, da família e do Brasil escutem o que o Cabo Daciolo falou. É coisa serissima”. “Mensagem de Cabo Darciolo ao cristãos e principalmente aos evangélicos! Muito coerente! Ganhou meu respeito!”;https://www.boatos.org/politica/cabo-daciolo-bolsonaro-esquerda.html;2018-10-11 13:30:27
42;17;*Lulinha*, matrix de delinquente, *filho* do ex presidente *Lula*, maior *ladrão* da história do Brasil, saindo do hotel em Dubai, com a sua Ferrari, *banhada a ouro*, adquirida às custas do sacrifício do povo brasileiro. Espalhe esse vídeo;https://www.boatos.org/politica/lulinha-ferrari-ouro-hotel-dubai.html;2018-10-11 09:15:51
43;0;Ele tem leucemia A família não está pedindo nada Só que passe bastante Zap O Zap contribui com uma quantia cada mensagem que é enviada Para o tratamento dele. A cirurgía custa R$ 18.000,00. Deve ser feita o quanto antes. Ela tem pouco tempo de vida. Não pode esperar pelo SUS. O Whatsapp vai pagar R$ 1,00 cada vez que a MSG fôr repassada. Vamos salvar a vida dessa criança!;https://www.boatos.org/tecnologia/bebe-leucemia-r-1-whatsapp.html;2018-10-10 21:51:10
44;17;TSE informa: 7,2 milhões de votos anulados pelas urnas! A diferença de votos que levaria à vitória de Bolsonaro no primeiro turno foi de menos de 2 milhões. O TSE tem obrigação de esclarecer os motivos que levaram à anulação de mais de 7,2 milhões de votos que representam 6,2% do total. A anulação só pode acontecer em voto de papel, porque permite rasuras ou ambiguidade. Se você enviar para apenas 20 contatos em um minuto, o Brasil inteiro vai desmascarar este Bandido. NÃO quebre essa corrente. Os incautos precisam ser esclarecidos antes que seja tarde demais...;https://www.boatos.org/politica/tse-anulou-7-2-milhoes-de-votos.html;2018-10-10 16:08:02
45;17;“Reta final de campanha e eu quero compartilhar duas verdadeiras atrocidades que estão inseridas no programa de governo do PT. São elas: a poupança fraterna e a moradia social. A poupança fraterna, se você digitar no Google agora “poupança fraterna”, vai cair direto no site da Câmara dos Deputados lá em Brasília. A proposta desse projeto é, segundo eles, acabar com a pobreza no Brasil e visa limitar, durante sete anos, o consumo individual de cada brasileiro por mês a R$700. Toda renda familiar ou individual que passar de R$700 por pessoa, será confiscado por uma poupança fraterna durante sete anos.  Esse dinheiro, depois, será, em tese, devolvido em 14 anos com metade dos juros da poupança. Agora, pense bem, uma família com pai, mãe e filho, com três pessoas com uma renda mensal de R$3600 por mês. Essa família poderá gastar para seu sustento R$2100. O que passar disso (R$1500), é confiscado para essa poupança. O PT só não conseguiu aprovar esse projeto, em 2005, porque eclodiu o mensalão e eles perderam a base comprada que eles tinham no Congresso. Agora, pense bem, quem fez uma vez, vai tentar fazer de novo. Eles querem tomar o seu dinheiro. A segunda maldade é a chamada moradia social. O nome é bonito, mas isso é um ninho de serpente. Isso não é uma coisa apenas de ideia e eu já vi isso acontecer na Venezuela. A proposta da moradia social é acabar com a crise, a falta de moradia. E como funciona? Vem os assistentes sociais do governo, aliados a movimentos, como o movimento dos sem teto, de casa em casa, levantando quantas pessoas moram naquela casa.  Então, vamos dizer que em uma casa morem o pai, a mãe, um filho e uma filha, numa casa de três quartos. Quando eles vêm, eles determinam então que o pai e a mãe precisam de um quarto, os filhos precisam de outro quarto e que, naquela moradia, está sobrando um quarto. E ela é transformado numa moradia social. E esse movimento, então, determina quem vai morar naquele quarto. Veja, hoje você está aí assustado com o movimento dos sem teto invadindo prédios vazios. Amanhã, você corre o risco de acordar com um sem teto morando dentro da sua casa. Alguém que você não sabe qual é a cultura, qual é o valor, quais são os princípios e, tudo isso, apoiado por um governo petista”.;https://www.boatos.org/politica/poupanca-fraterna-moradia-social-governo.html;2018-10-10 12:51:50
46;0;Enquete ONLINE para presidência Bolsonaro e Haddad decidirão a eleição no 2o turno, Vote no melhor presidente. Acesse [site].  2o Turno: você foi selecionado para participar da pesquisa presidencial de 2oturno do Ibope, responda no link a seguir: [site].  Oi, o Datafolha lançou a nova pesquisa eleitoral de 2o turno para presidente, eu ja votei em quem prefiro que ganhe. *Faça sua parte aqui:* Sua opinião é importante para o Brasil!;https://www.boatos.org/tecnologia/pesquisa-2o-turno-ibope-datafolha-whatsapp.html;2018-10-10 08:45:18
47;13;Gostei da proposta do Bolsonaro de cobrar 20% de imposto do salário mínimo. Ele volta para 794 reais em janeiro. Massa!  Quem ganha salário mínimo, também vai pagar imposto de renda...  Bolsonaro quer cobrar imposto de renda dos pobres. Ele quer cobrar R$190 MENSAIS de quem ganha salario minimo.   Plano para o Imposto de renda de Bolsonaro. Até quem ganha salário mínimo vai pagar. Se vc ganha mais de 15.000 vai ficar bom.;https://www.boatos.org/politica/bolsonaro-imposto-renda-salario-minimo.html;2018-10-09 12:06:24
48;17;Olha a fraude. 777 votos na urna e 9909 votos pro haddad. . Compartilhem urgente.  Alguém me explica oque aconteceu nesse extrato eleitoral???? 9909 votos pra Haddad só que só tem 777 eleitores????? Sinto cheiro de fraude  Alguém pode me explicar como em uma seção com 477 votos apurados o Bolsonaro teve 0 votos e o Haddad teve 9909 votos? Não teve fraude, viu amiguinho?! Repassando: BOLETIM DE URNA: DE 777 APTOS A VOTAR EM 01 URNA O HADDAD TEVE 9909 VOTOS E BOLSONARO NENHUM VOTO. UM ABSURDO.  URNA COM 777 ELEITOTES TEM 9909 VOTOS PRO HADDAD! COMO PODE? #FRAUDENAO;https://www.boatos.org/politica/haddad-9909-votos-boletim-urna.html;2018-10-08 18:08:15
49;17;As pessoas estão muito individualistas e egoístas, eles não pensam como um todo, eles não conseguem ter uma visão panorâmica. Porque eles são pessoas que recebem salários, são pessoas que já estão uma segurança, só que não existe segurança num país comunista. Porque vai faltar para todo mundo daqui a pouco, começa a faltar para pensão, pra aposentado, por que quem sustenta o país é indústria, é comércio, é esse povo que sustenta, são os impostos né desse povo que gira dinheiro. E essas pessoas estão saindo fora muita gente já quebrou [...]  Aí ficam discutindo que o presidente é homofóbico, que ele é isso, é aquilo. Caraca, eles tem que discutir desemprego, eles tem que discutir novas políticas, eles tem que discutir coisas muito sérias. Você acha que Bolsonaro ganhando vai interferir em quem você deitou deixa de deitar, [...] Eu não consigo nem discutir isso o negócio é muito mais sério do que as pessoas pensam. [...] Eu vi o Haddad falando que se ele for eleito quem tá em prol da presidência não pode ir contra a presidência, ou seja, não tem isso, ele exonera todo mundo, ou seja isso é democracia? Eles são completamente titular daquela cartilha de Lênin, seguem toda ela, são dez mandamentos, entendeu? É a promiscuidade sexual, tudo isso faz parte, dessa coisa de ficar dividido em grupos pra ficar todo mundo brigando, é isso que ele fez com o país, dividiu todo mundo. As pessoas não são mais brasileiras elas são partidárias. Então eu tô vendo uma coisa muito grave, Se Bolsonaro não ganhar no primeiro turno, eu acredito até nas urnas serem burladas, porque eu lembro que quando Aécio tava ganhando, do nada a Dilma virou [...] Então assim, eu não tenho muita crença mais, se a gente não mudar como esse cara, que eles não conseguem apontar o cara como corrupto, como ladrão, aí eles tentam apontar pra outras coisas ridículas né que não tem nada a ver. Se o cara educa o filho dele, se daria porrada se fosse viado, problema dele. Eu pessoalmente, eu também não queria que minhas filhas fossem sapata, desculpa. [...] A gente teria que botar um cara de extrema-direita para jogar esses corruptos tudo na lama entendeu.;https://www.boatos.org/entretenimento/luana-piovani-audio-bolsonaro-comunismo.html;2018-10-08 13:53:53
50;17;Muitos casos de pessoas denunciando as urnas! Pessoas que tentaram votar e apareceu que já tinha “ votado “ outros que apertavam o número 1 e já aparecia “ Haddad “! Denunciem!!  Olha só a ação do mal contra o bem !!! A pessoa digita somente o número 1, já aparece o número 13 na tela da urna!!! Sangue de Jesus tem poder, divulguem ao máximo essa falcatrua!;https://www.boatos.org/politica/urna-eletronica-voto-haddad-1-digitado.html;2018-10-07 18:30:54
51;17;*ELEITORA DO PT DÁ TAPA NA AEROMOÇA POR CONTA DOS PASSAGEIROS CANTAREM A MÚSICA DO MITO* Passageira Petista fica indignada porque os passageiros estavam cantando música do Bolsonaro. Chama a comissária de bordo e pede que ela proíba esse tipo de manifestação. A comissária de bordo se nega a atender, às duas batem boca e a passageira dá um tapa na comissária. O comandante se recusa a decolar com a passageira a bordo e a polícia é acionada...;https://www.boatos.org/politica/passageira-petista-bolsonaro-expulsa-voo.html;2018-10-07 15:40:08
52;17;ATENÇÃO!!!!! O TSE Quer Acabar Com a Campanha do Bolsonaro, ou até mesmo ter sua possível Vitória Anulada. Vou explicar o Golpe do TSE: de uma Hora pra outra Liberaram o uso de camisa de candidato, sendo que a maioria é Bolsonaro, porém existe uma Ressalva que diz não poder haver aglomeração de Pessoas com camisas de Candidato,para não caracterizar Boca de urna, aí sabe o que vai acontecer? Quando tiver três ou quatro com Camisa do Bolsonaro na Fila, vai sair o Presidente da Seção que poder ser um Esquerdista, chamar a Polícia e os acusar de fazer Boca de Urna, com isso os Votos dos trouxas São anulados na hora, ou seja vocês serão impedidos de votar, acordem não vão com camisa de Bolsonaro, nem com Camisa do Brasil, vão No anonimato não estrague uma eleição !! Perderemos no Primeiro turno por Ignorância, é isso que eles querem queimar o Bolsonaro, e fazer ele perder Milhares de votos! Repassem Compartilhem;https://www.boatos.org/politica/tse-golpe-bolsonaro-camisa.html;2018-10-07 13:09:04
53;17;NOTA OFICIAL : Pessoal aqui quem lhes fala é o Eduardo Bolsonaro, candidato a deputado federal. Este é um recadinho muito rápido. Peço a todos que compartilhem com o máximo de pessoas e grupos! Compartilhem especialmente em grupos! Em todos possíveis contatos e nas mídias sociais. Amanhã dia 07/10 dia de eleição ! Não compareça a sua seção com camiseta de apoio ao Jair Bolsonaro. Pessoal, em todos estes anos de eleição, “nunca foi admitido este tipo de manifestação”, mesmo silenciosa, é considerado boca de urna, e pode ser considerado CRIME ! Está muito estranho está “historinha de poder ir votar com a camiseta do candidato”. Isto está nós cheirando golpe, para anular o voto de vocês ! Então amanhã “NÃO COMPAREÇAM COM CAMISETA” em apoio ao candidato JAIR BOLSONARO, vamos ir de amarelo, camiseta do Brasil, mas por favor, “vamos desconfiar de tudo”! Isso está nos cheirando a golpe no TSE contra a Vitória em primeiro turno de Bolsonaro. Eles podem não anular 100% dos votos, mas se eles anularem 15% já perdemos em primeiro turno ok! Portanto deixemos para usar as Camisas de Apoio ao BOLSONARO após as 17 e em Celebração, com Fé e Esperança de um Amanhã Melhor, para Todas Nossas Amadas Famílias e Nossa PÁTRIA AMADA BRASÍL!!! AMANHÃ NA URNA SEREMOS UM!!! SEREMOS 17 !!! Brasil Acima de Tudo!!! DEUS ACIMA DE TODOS!!!;https://www.boatos.org/politica/eduardo-bolsonaro-camiseta-bolsonaro.html;2018-10-07 10:59:09
